"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL1","Sp5.TL1","Sp6.TL1","Sp7.TL2","Sp8.TL2","Sp9.TL2","Sp10.TL3"
0.0828983413084096,1.50173555119849e-05,0.000228903733067533,0.155481133271254,0.002928147846102,9.91582079981956e-17,0.0130342761838058,0.00771520720112403,0.0188009258418943,0.0124158726176734
0.0962116677565177,1.29923137707474e-05,0.000173919823735169,0.136792889688528,0.00369963588566174,0,0.0269006562978727,0.00752421880651878,0.0176934065240074,0.0177362523272759
0.0832514763887697,1.0463172533059e-05,0.000117803390203668,0.103513546729967,0.00395289857893615,0,0.0573172849954788,0.0113078293064571,0.0181996287774813,0.0155269058317492
0.0655528954741153,6.99459434248659e-06,8.76364005197457e-05,0.0619640859696255,0.00461319792133544,0,0.100145182733862,0.00929645251430106,0.0217021223859729,0.0188594662356894
0.0461818149982893,5.68590615750928e-06,5.45764090837707e-05,0.0458571234889596,0.00387518749290276,0,0.123480723177904,0.00859535013967984,0.0229526934606933,0.0277556049241418
0.0201182607535316,5.28340104867383e-06,3.82776614777704e-05,0.0242648722794765,0.00247037148357755,0,0.162874786073239,0.00874546170309227,0.0241316834212966,0.034206177301395
0.0103377444815722,3.48991452288652e-06,1.98960199904201e-05,0.0169473085912454,0.00214942217373702,0,0.210276752008881,0.00831420228792124,0.0159502308208038,0.102411425336577
0.00454157650883791,4.08825915291894e-06,7.01557448842972e-06,0.00856903144948903,0.00117567631719937,0,0.111374768120096,0.00658453071176885,0.01498704993643,0.253271565655592
0.00231854582637924,4.27196090078759e-06,5.559261435563e-06,0.00608900644641382,0.000385553429780116,0,0.0255230616848026,0.00522716024938672,0.01942103064207,0.497635544382724
0.00330652583423379,5.58753708526211e-06,5.0164943588108e-06,0.00412419398342217,2.17376108485448e-05,0,0.00295660926009208,0.00545522657020092,0.0122088290233025,0.628585930518288
0.00469950082067167,4.63190571908784e-06,4.74804421659098e-06,0.00652224146980074,6.67692718005722e-07,0,0.000144162634592767,0.00455292564997912,0.0120229218788611,0.680991957521629
0.00546507730244627,5.19406055329949e-06,5.2562739421089e-06,0.00583302510182198,2.15549642876548e-08,0,5.24385807012222e-06,0.00553409713214423,0.0113308955534155,0.543316838534863
0.0063537515547865,5.28695175449923e-06,3.88848981655695e-06,0.00439587858832349,1.16292503381871e-09,0,5.93122293511911e-07,0.00455204335265552,0.00923356953007709,0.611784999540471
0.00632910980096527,4.01398784277711e-06,3.39964289667707e-06,0.00529671410740562,5.08832897931306e-11,0,3.79185304234155e-08,0.00265690635659301,0.0139169251346618,0.666251500346011
0.00713275666350343,3.30264056322036e-06,3.43273402127132e-06,0.00630300392333522,1.7982657131149e-12,0,2.06114836989934e-09,0.00328970301002043,0.0107600181882934,0.688588910332619
0.00622940543005887,2.00776332274836e-06,4.0885940811895e-06,0.00928772314497268,4.47362401700755e-14,0,8.21155660012029e-11,0.00233671097430977,0.0115599850559384,0.806601608473512
0.00694998564841922,1.71015250030199e-06,3.78775767777213e-06,0.0098575350671097,0,0,1.65152343818655e-12,0.00192147554475419,0.010555169770147,0.586122873040969
0.00839274671287117,1.41173934718967e-06,4.03552775773715e-06,0.010964243734972,0,0,9.85453112202641e-14,0.00164327370816955,0.0115948415953354,0.990898133352599
0.00791206506810044,1.67267036518277e-06,4.19970525336544e-06,0.0135969795234727,0,0,1.05462815740609e-15,0.00156062651010687,0.0076537886738241,1.09377500644295
0.0115715196047353,2.64927100290465e-06,6.27562619063752e-06,0.0129403553520897,0,0,0,0.0011997357555436,0.00809665075346536,1.00922706273741
0.0127819339043765,2.18289121029136e-06,6.53047797698867e-06,0.0124549247638668,0,0,0,0.00117747862846083,0.0073670812658711,0.985595042956619
0.0148697348790645,2.3614761887547e-06,6.78773909000038e-06,0.0188004084941332,0,0,0,0.00112986677348529,0.00473635304202545,0.80838341378367
0.0187860502258959,2.30016478844199e-06,6.19749336959028e-06,0.0241822221935003,0,0,0,0.000860045897569508,0.00444705990516731,1.08719516836079
0.019709916120449,2.83607094069058e-06,6.72280454250905e-06,0.0332739116169035,0,0,0,0.000844706961474196,0.00482502383863149,0.931119202815403
0.0236118537656796,2.95134393428054e-06,5.39481348741286e-06,0.0249007999523395,0,0,0,0.000761816404152359,0.00364876221081393,0.683882364528623
0.0160382502931723,2.03877354499047e-06,4.73618754626297e-06,0.0281995434742473,0,0,0,0.000706643738707133,0.00368347750848338,0.541072960152597
0.0273680010835963,1.97741120272476e-06,4.30459706431701e-06,0.0475405631654904,0,0,0,0.000705240838089191,0.00426458968434919,0.570280499501998
0.0296640128128449,1.60702898164792e-06,3.87297922115565e-06,0.0411081089484242,0,0,0,0.000532947865096216,0.00361339221751809,0.841624255004892
0.0319135395929659,1.40770340168657e-06,5.67921840444933e-06,0.046557240877324,0,0,0,0.000568228676105443,0.00260111862249234,0.970400975574248
0.0440489200025439,1.54020931918589e-06,6.76269025891448e-06,0.0454230848754655,0,0,0,0.00056222497484944,0.00264803164775317,0.83230536875413
0.0399414686683773,1.59266116099107e-06,6.71948910396641e-06,0.0429960195068182,0,0,0,0.000603511533350354,0.00229542651913164,0.639642911091455
0.0466907017258661,1.57359495896618e-06,6.99824005728341e-06,0.041527107699168,0,0,0,0.000382695620931711,0.00266077146083737,1.00178470564489
0.060676107600328,1.7620746469173e-06,5.10239250551353e-06,0.038557565889313,0,0,0,0.00040969087893644,0.00177432283788063,1.03335727307386
0.0620651012523459,2.04534146349375e-06,6.10132761296236e-06,0.0551362486305825,0,0,0,0.000370731045517172,0.00165258196618067,0.995909212264301
0.0630511460641696,1.58669410546518e-06,6.41592279396829e-06,0.0698609960330655,0,0,0,0.000371029884861451,0.00176184129370404,1.10813993954047
0.0575601118006021,2.01029213228824e-06,7.01786021676338e-06,0.0777737485085465,0,0,0,0.000359053621983154,0.00217163549498059,0.979210291389748
0.0582810425014165,2.02627200667025e-06,7.87559518131257e-06,0.0687926391969823,0,0,0,0.000284414682801422,0.00221973325862357,0.903271107165244
0.0616687186059425,2.52029804266598e-06,5.95879709168551e-06,0.0641918516273346,0,0,0,0.000249001491673504,0.00165700223554476,0.708994972096489
0.05677053191239,2.46449004177398e-06,1.06191956186856e-05,0.0591883669620325,0,0,0,0.000264767872792484,0.00173906139532554,0.536563872973273
0.0730019650121985,2.09913351250919e-06,1.0950560298323e-05,0.0635395364302217,0,0,0,0.000271141141047327,0.00211500770673296,0.486558932806466
0.0940231365448887,2.34585414850669e-06,1.12479858279121e-05,0.0771759229386183,0,0,0,0.000278993502395082,0.00241083419465245,0.366572245133131
0.09953281520193,1.99829933768956e-06,1.07252374310663e-05,0.0605967396747051,0,0,0,0.000307900109198834,0.00285608558377114,0.326251893584555
0.0805195672735455,1.63195494338921e-06,9.02637877399997e-06,0.0861168014682214,0,0,0,0.000280348310889593,0.00183546338883131,0.516776358187657
0.0843092570946048,1.76096908347513e-06,1.17643978174028e-05,0.0911437832413489,0,0,0,0.000295094550786848,0.00214061345756477,0.557845592159608
0.0787289135066664,2.45022933027269e-06,1.80704823900138e-05,0.101693775432967,0,0,0,0.000363572737799713,0.0024602637382591,0.60406715973692
